"region","arbetsställets sektortillhörighet","år",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"2132 Nordanstig","kommunalt ägda företag och organisationer","2011",63
"2132 Nordanstig","kommunalt ägda företag och organisationer","2012",58
"2132 Nordanstig","kommunalt ägda företag och organisationer","2013",64
"2132 Nordanstig","kommunalt ägda företag och organisationer","2014",65
"2132 Nordanstig","kommunalt ägda företag och organisationer","2015",96
"2132 Nordanstig","kommunalt ägda företag och organisationer","2016",100
"2132 Nordanstig","kommunalt ägda företag och organisationer","2017",100
"2161 Ljusdal","primärkommunal förvaltning","2008",2064
"2161 Ljusdal","primärkommunal förvaltning","2009",1953
"2161 Ljusdal","primärkommunal förvaltning","2010",1961
"2161 Ljusdal","primärkommunal förvaltning","2011",1903
"2161 Ljusdal","primärkommunal förvaltning","2012",1958
"2161 Ljusdal","primärkommunal förvaltning","2013",2038
"2161 Ljusdal","primärkommunal förvaltning","2014",2062
"2161 Ljusdal","primärkommunal förvaltning","2015",2122
"2161 Ljusdal","primärkommunal förvaltning","2016",2217
"2161 Ljusdal","primärkommunal förvaltning","2017",2197
"2161 Ljusdal","landsting","2008",288
"2161 Ljusdal","landsting","2009",279
"2161 Ljusdal","landsting","2010",275
"2161 Ljusdal","landsting","2011",265
"2161 Ljusdal","landsting","2012",255
"2161 Ljusdal","landsting","2013",237
"2161 Ljusdal","landsting","2014",235
"2161 Ljusdal","landsting","2015",246
"2161 Ljusdal","landsting","2016",250
"2161 Ljusdal","landsting","2017",261
"2161 Ljusdal","kommunalt ägda företag och organisationer","2008",119
"2161 Ljusdal","kommunalt ägda företag och organisationer","2009",109
"2161 Ljusdal","kommunalt ägda företag och organisationer","2010",111
"2161 Ljusdal","kommunalt ägda företag och organisationer","2011",146
"2161 Ljusdal","kommunalt ägda företag och organisationer","2012",162
"2161 Ljusdal","kommunalt ägda företag och organisationer","2013",154
"2161 Ljusdal","kommunalt ägda företag och organisationer","2014",146
"2161 Ljusdal","kommunalt ägda företag och organisationer","2015",165
"2161 Ljusdal","kommunalt ägda företag och organisationer","2016",158
"2161 Ljusdal","kommunalt ägda företag och organisationer","2017",166
"2180 Gävle","primärkommunal förvaltning","2008",8147
"2180 Gävle","primärkommunal förvaltning","2009",7734
"2180 Gävle","primärkommunal förvaltning","2010",7894
"2180 Gävle","primärkommunal förvaltning","2011",7809
"2180 Gävle","primärkommunal förvaltning","2012",7883
"2180 Gävle","primärkommunal förvaltning","2013",8193
"2180 Gävle","primärkommunal förvaltning","2014",8197
"2180 Gävle","primärkommunal förvaltning","2015",8451
"2180 Gävle","primärkommunal förvaltning","2016",8746
"2180 Gävle","primärkommunal förvaltning","2017",8713
"2180 Gävle","landsting","2008",3026
"2180 Gävle","landsting","2009",3045
"2180 Gävle","landsting","2010",3002
"2180 Gävle","landsting","2011",3034
"2180 Gävle","landsting","2012",3118
"2180 Gävle","landsting","2013",3101
"2180 Gävle","landsting","2014",3131
"2180 Gävle","landsting","2015",3302
"2180 Gävle","landsting","2016",3375
"2180 Gävle","landsting","2017",3533
"2180 Gävle","kommunalt ägda företag och organisationer","2008",966
"2180 Gävle","kommunalt ägda företag och organisationer","2009",1089
"2180 Gävle","kommunalt ägda företag och organisationer","2010",1103
"2180 Gävle","kommunalt ägda företag och organisationer","2011",1131
"2180 Gävle","kommunalt ägda företag och organisationer","2012",1147
"2180 Gävle","kommunalt ägda företag och organisationer","2013",1169
"2180 Gävle","kommunalt ägda företag och organisationer","2014",1272
"2180 Gävle","kommunalt ägda företag och organisationer","2015",1131
"2180 Gävle","kommunalt ägda företag och organisationer","2016",1263
"2180 Gävle","kommunalt ägda företag och organisationer","2017",1308
"2181 Sandviken","primärkommunal förvaltning","2008",3601
"2181 Sandviken","primärkommunal förvaltning","2009",3292
"2181 Sandviken","primärkommunal förvaltning","2010",3333
"2181 Sandviken","primärkommunal förvaltning","2011",3228
"2181 Sandviken","primärkommunal förvaltning","2012",3272
"2181 Sandviken","primärkommunal förvaltning","2013",3387
"2181 Sandviken","primärkommunal förvaltning","2014",3436
"2181 Sandviken","primärkommunal förvaltning","2015",3632
"2181 Sandviken","primärkommunal förvaltning","2016",3852
"2181 Sandviken","primärkommunal förvaltning","2017",3982
"2181 Sandviken","landsting","2008",804
"2181 Sandviken","landsting","2009",802
"2181 Sandviken","landsting","2010",769
"2181 Sandviken","landsting","2011",756
"2181 Sandviken","landsting","2012",749
"2181 Sandviken","landsting","2013",716
"2181 Sandviken","landsting","2014",718
"2181 Sandviken","landsting","2015",740
"2181 Sandviken","landsting","2016",725
"2181 Sandviken","landsting","2017",734
"2181 Sandviken","kommunalt ägda företag och organisationer","2008",385
"2181 Sandviken","kommunalt ägda företag och organisationer","2009",416
"2181 Sandviken","kommunalt ägda företag och organisationer","2010",396
"2181 Sandviken","kommunalt ägda företag och organisationer","2011",423
"2181 Sandviken","kommunalt ägda företag och organisationer","2012",429
"2181 Sandviken","kommunalt ägda företag och organisationer","2013",409
"2181 Sandviken","kommunalt ägda företag och organisationer","2014",430
"2181 Sandviken","kommunalt ägda företag och organisationer","2015",425
"2181 Sandviken","kommunalt ägda företag och organisationer","2016",444
"2181 Sandviken","kommunalt ägda företag och organisationer","2017",451
"2182 Söderhamn","primärkommunal förvaltning","2008",2697
"2182 Söderhamn","primärkommunal förvaltning","2009",2610
"2182 Söderhamn","primärkommunal förvaltning","2010",2648
"2182 Söderhamn","primärkommunal förvaltning","2011",2630
"2182 Söderhamn","primärkommunal förvaltning","2012",2667
"2182 Söderhamn","primärkommunal förvaltning","2013",2762
"2182 Söderhamn","primärkommunal förvaltning","2014",2820
"2182 Söderhamn","primärkommunal förvaltning","2015",2720
"2182 Söderhamn","primärkommunal förvaltning","2016",2944
"2182 Söderhamn","primärkommunal förvaltning","2017",3057
"2182 Söderhamn","landsting","2008",468
"2182 Söderhamn","landsting","2009",457
"2182 Söderhamn","landsting","2010",435
"2182 Söderhamn","landsting","2011",418
"2182 Söderhamn","landsting","2012",376
"2182 Söderhamn","landsting","2013",367
"2182 Söderhamn","landsting","2014",367
"2182 Söderhamn","landsting","2015",372
"2182 Söderhamn","landsting","2016",375
"2182 Söderhamn","landsting","2017",370
"2182 Söderhamn","kommunalt ägda företag och organisationer","2008",231
"2182 Söderhamn","kommunalt ägda företag och organisationer","2009",256
"2182 Söderhamn","kommunalt ägda företag och organisationer","2010",248
"2182 Söderhamn","kommunalt ägda företag och organisationer","2011",257
"2182 Söderhamn","kommunalt ägda företag och organisationer","2012",235
"2182 Söderhamn","kommunalt ägda företag och organisationer","2013",230
"2182 Söderhamn","kommunalt ägda företag och organisationer","2014",232
"2182 Söderhamn","kommunalt ägda företag och organisationer","2015",383
"2182 Söderhamn","kommunalt ägda företag och organisationer","2016",424
"2182 Söderhamn","kommunalt ägda företag och organisationer","2017",420
"2183 Bollnäs","primärkommunal förvaltning","2008",3083
"2183 Bollnäs","primärkommunal förvaltning","2009",2949
"2183 Bollnäs","primärkommunal förvaltning","2010",2953
"2183 Bollnäs","primärkommunal förvaltning","2011",2902
"2183 Bollnäs","primärkommunal förvaltning","2012",2893
"2183 Bollnäs","primärkommunal förvaltning","2013",2953
"2183 Bollnäs","primärkommunal förvaltning","2014",2886
"2183 Bollnäs","primärkommunal förvaltning","2015",2652
"2183 Bollnäs","primärkommunal förvaltning","2016",2805
"2183 Bollnäs","primärkommunal förvaltning","2017",2878
"2183 Bollnäs","landsting","2008",608
"2183 Bollnäs","landsting","2009",615
"2183 Bollnäs","landsting","2010",574
"2183 Bollnäs","landsting","2011",574
"2183 Bollnäs","landsting","2012",318
"2183 Bollnäs","landsting","2013",329
"2183 Bollnäs","landsting","2014",330
"2183 Bollnäs","landsting","2015",340
"2183 Bollnäs","landsting","2016",347
"2183 Bollnäs","landsting","2017",344
"2183 Bollnäs","kommunalt ägda företag och organisationer","2008",149
"2183 Bollnäs","kommunalt ägda företag och organisationer","2009",181
"2183 Bollnäs","kommunalt ägda företag och organisationer","2010",195
"2183 Bollnäs","kommunalt ägda företag och organisationer","2011",202
"2183 Bollnäs","kommunalt ägda företag och organisationer","2012",196
"2183 Bollnäs","kommunalt ägda företag och organisationer","2013",214
"2183 Bollnäs","kommunalt ägda företag och organisationer","2014",218
"2183 Bollnäs","kommunalt ägda företag och organisationer","2015",434
"2183 Bollnäs","kommunalt ägda företag och organisationer","2016",455
"2183 Bollnäs","kommunalt ägda företag och organisationer","2017",476
"2184 Hudiksvall","primärkommunal förvaltning","2008",3924
"2184 Hudiksvall","primärkommunal förvaltning","2009",3770
"2184 Hudiksvall","primärkommunal förvaltning","2010",3912
"2184 Hudiksvall","primärkommunal förvaltning","2011",4009
"2184 Hudiksvall","primärkommunal förvaltning","2012",4003
"2184 Hudiksvall","primärkommunal förvaltning","2013",4044
"2184 Hudiksvall","primärkommunal förvaltning","2014",4187
"2184 Hudiksvall","primärkommunal förvaltning","2015",4286
"2184 Hudiksvall","primärkommunal förvaltning","2016",4409
"2184 Hudiksvall","primärkommunal förvaltning","2017",4504
"2184 Hudiksvall","landsting","2008",1545
"2184 Hudiksvall","landsting","2009",1558
"2184 Hudiksvall","landsting","2010",1503
"2184 Hudiksvall","landsting","2011",1386
"2184 Hudiksvall","landsting","2012",1383
"2184 Hudiksvall","landsting","2013",1375
"2184 Hudiksvall","landsting","2014",1403
"2184 Hudiksvall","landsting","2015",1408
"2184 Hudiksvall","landsting","2016",1402
"2184 Hudiksvall","landsting","2017",1423
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2008",256
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2009",252
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2010",250
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2011",248
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2012",246
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2013",236
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2014",245
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2015",245
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2016",277
"2184 Hudiksvall","kommunalt ägda företag och organisationer","2017",276
"2260 Ånge","primärkommunal förvaltning","2008",1189
"2260 Ånge","primärkommunal förvaltning","2009",1154
"2260 Ånge","primärkommunal förvaltning","2010",1092
"2260 Ånge","primärkommunal förvaltning","2011",1101
"2260 Ånge","primärkommunal förvaltning","2012",1117
"2260 Ånge","primärkommunal förvaltning","2013",1070
"2260 Ånge","primärkommunal förvaltning","2014",1062
"2260 Ånge","primärkommunal förvaltning","2015",1047
"2260 Ånge","primärkommunal förvaltning","2016",1119
"2260 Ånge","primärkommunal förvaltning","2017",1174
"2260 Ånge","landsting","2008",89
"2260 Ånge","landsting","2009",85
"2260 Ånge","landsting","2010",87
"2260 Ånge","landsting","2011",84
"2260 Ånge","landsting","2012",88
"2260 Ånge","landsting","2013",85
"2260 Ånge","landsting","2014",91
"2260 Ånge","landsting","2015",90
"2260 Ånge","landsting","2016",89
"2260 Ånge","landsting","2017",96
"2260 Ånge","kommunalt ägda företag och organisationer","2008",75
"2260 Ånge","kommunalt ägda företag och organisationer","2009",80
"2260 Ånge","kommunalt ägda företag och organisationer","2010",86
"2260 Ånge","kommunalt ägda företag och organisationer","2011",79
"2260 Ånge","kommunalt ägda företag och organisationer","2012",81
"2260 Ånge","kommunalt ägda företag och organisationer","2013",82
"2260 Ånge","kommunalt ägda företag och organisationer","2014",79
"2260 Ånge","kommunalt ägda företag och organisationer","2015",78
"2260 Ånge","kommunalt ägda företag och organisationer","2016",82
"2260 Ånge","kommunalt ägda företag och organisationer","2017",88
"2262 Timrå","primärkommunal förvaltning","2008",1850
"2262 Timrå","primärkommunal förvaltning","2009",1732
"2262 Timrå","primärkommunal förvaltning","2010",1767
"2262 Timrå","primärkommunal förvaltning","2011",1696
"2262 Timrå","primärkommunal förvaltning","2012",1723
"2262 Timrå","primärkommunal förvaltning","2013",1732
"2262 Timrå","primärkommunal förvaltning","2014",1737
"2262 Timrå","primärkommunal förvaltning","2015",1694
"2262 Timrå","primärkommunal förvaltning","2016",1760
"2262 Timrå","primärkommunal förvaltning","2017",1792
"2262 Timrå","landsting","2008",414
"2262 Timrå","landsting","2009",388
"2262 Timrå","landsting","2010",377
"2262 Timrå","landsting","2011",373
"2262 Timrå","landsting","2012",372
"2262 Timrå","landsting","2013",379
"2262 Timrå","landsting","2014",364
"2262 Timrå","landsting","2015",383
"2262 Timrå","landsting","2016",388
"2262 Timrå","landsting","2017",397
"2262 Timrå","kommunalt ägda företag och organisationer","2008",109
"2262 Timrå","kommunalt ägda företag och organisationer","2009",110
"2262 Timrå","kommunalt ägda företag och organisationer","2010",121
"2262 Timrå","kommunalt ägda företag och organisationer","2011",107
"2262 Timrå","kommunalt ägda företag och organisationer","2012",103
"2262 Timrå","kommunalt ägda företag och organisationer","2013",105
"2262 Timrå","kommunalt ägda företag och organisationer","2014",130
"2262 Timrå","kommunalt ägda företag och organisationer","2015",139
